Nome da escola,UF,Município,Pública ou Privada,Nível sócio-econômico,Nota média na prova objetiva,Nota média na redação
EEEFM - NOVA CARAPINA,ES,SERRA,Estadual,Médio,489.77,477.83
HORACIO MANLEY LANE,SP,SAO ROQUE,Estadual,Médio Alto,489.77,435.80
EE PEDRO PEREIRA GUIMARAES,MG,VAZANTE,Estadual,Médio,489.77,466.96
EE CEL JOSE ALVES RIBEIRO,MS,AQUIDAUANA,Estadual,Médio,489.77,442.76
PEDRO BRANDAO DOS REIS,SP,JOSE BONIFACIO,Estadual,Médio Alto,489.77,434.44
EE - COLEGIO ESTADUAL CARLOS SOUTO,BA,RIO DE CONTAS,Estadual,Médio Baixo,489.77,465.79
EEEM DOM FELICIANO,RS,DOM FELICIANO,Estadual,Médio Alto,489.77,463.78
IZABEL F SIQUEIRA C E PROFA EF M,PR,RESERVA DO IGUACU,Estadual,Médio,489.76,469.09
MARIA DO CARMO ARRUDA DA SILVA PROFESSORA,SP,OURINHOS,Estadual,Alto,489.75,446.43
CORIOLANO MONTEIRO PROFESSOR,SP,CAMPINAS,Estadual,Médio Alto,489.75,511.88
JOAO APOCALIPSE PROFESSOR,SP,PEDRA BELA,Estadual,Médio Alto,489.74,446.32
EEEFM SAO LUIS,ES,SANTA MARIA DE JETIBA,Estadual,Médio,489.74,478.79
EE PROFESSOR ERNESTO CARNEIRO SANTIAGO,MG,SARZEDO,Estadual,Médio Alto,489.73,438.06
CE ROSELANDIA,RJ,BARRA MANSA,Estadual,Médio,489.72,498.26
ESCOLA DE REFERENCIA EM ENSINO MEDIO MARTINS JUNIOR,PE,RECIFE,Estadual,Médio Baixo,489.72,401.57
ANTONIO CANDIDO CORREA GUIMARAES FILHO PROFESSOR,SP,SAO PAULO,Estadual,Alto,489.71,463.92
COLEGIO ESTADUAL DIVINO PAI ETERNO,GO,TRINDADE,Estadual,Médio,489.71,454.96
EEEFM PROF ANESIO LEAO,PB,CAMPINA GRANDE,Estadual,Médio Baixo,489.71,437.62
GINASIO ANCHIETA,GO,SILVANIA,Privada,Médio Alto,489.70,454.03
CIEP 295 PROFESSORA GLORIA ROUSSIN GUEDES PINTO,RJ,VOLTA REDONDA,Estadual,Médio Alto,489.70,501.56
DINAMICO CED TAGUATINGA,DF,BRASILIA,Privada,Alto,489.69,483.33
CE DOUTOR ARTUR VARGAS,RJ,ANGRA DOS REIS,Estadual,Médio Alto,489.68,453.25
COLEGIO ESTADUAL ANDRE GAUDIE,GO,CORUMBA DE GOIAS,Estadual,Médio Baixo,489.68,446.13
COLEGIO ESTADUAL DR MILTON DORTAS,SE,SIMAO DIAS,Estadual,Baixo,489.67,462.32
MACHADO DE ASSIS C E EF M PROFIS,PR,NOVA AURORA,Estadual,Médio Alto,489.67,443.64
ZITA DE GODOY CAMARGO PROFESSORA,SP,RIO CLARO,Estadual,Médio Alto,489.66,464.57
MARIA ERNESTINA NATIVIDADE ANTUNES PROFESSORA,SP,INDIANA,Estadual,Médio Alto,489.65,462.07
COLEGIO E CURSO REAL,PE,PALMARES,Privada,Médio Alto,489.65,515.00
MANUEL DA NOBREGA PADRE,SP,SAO PAULO,Estadual,Médio Alto,489.63,535.21
EEEM GUILHERME DE ALMEIDA,RS,CANOAS,Estadual,Médio Alto,489.63,443.67
CE DOM WALMOR,RJ,NOVA IGUACU,Estadual,Médio,489.63,492.31
EE DRJOAO PONCE DE ARRUDA,MT,GENERAL CARNEIRO,Estadual,Médio,489.63,472.00
ESC PROF HELOISA MOURAO MARQUES,AC,RIO BRANCO,Estadual,Médio,489.61,433.35
JOAO XXIII C E EF M N,PR,CLEVELANDIA,Estadual,Médio Alto,489.61,479.75
EEEM 1 DE MAIO,RS,PORTO ALEGRE,Estadual,Médio Alto,489.60,482.75
LIANE MARTA DA COSTA C E EF M,PR,GUARAPUAVA,Estadual,Médio Alto,489.60,457.22
EBE CICERO BARRETO,RS,SANTA MARIA,Estadual,Médio Alto,489.60,453.81
EE BERILO WANDERLEY,RN,NATAL,Estadual,Médio,489.59,467.49
COLEGIO ESTADUAL MIRIAM BENCHIMOL FERREIRA,GO,GOIANIA,Estadual,Médio,489.59,463.55
COLEGIO ESTADUAL DOM ANTONIO MACEDO COSTA,RS,CIRIACO,Estadual,Médio Alto,489.58,418.18
CE MIGUEL COUTO,RJ,CABO FRIO,Estadual,Médio Alto,489.58,475.90
COLEGIO SANTISSIMA,AL,MACEIO,Privada,Médio,489.58,559.50
EE JOSE GOMES DE MORAIS FILHO,MG,ALBERTINA,Estadual,Médio,489.57,496.67
ESC EST ENS MED JOAO WAGNER,RS,MORRO REUTER,Estadual,Alto,489.57,436.47
ESC EST ENS MED ZUMBI DOS PALMARES,RS,PONTAO,Estadual,Médio,489.56,476.36
INST EST EDUC VASCONCELOS JARDIM,RS,GENERAL CAMARA,Estadual,Médio Alto,489.55,454.67
NELSON ANTONIO DO NASCIMENTO JUNIOR PROFESSOR,SP,EMBU DAS ARTES,Estadual,Médio Alto,489.53,476.33
OSVALDO MARTINS,SP,OSVALDO CRUZ,Estadual,Médio Alto,489.53,448.28
ALBERTO GOMES VEIGA C E EM PROFIS,PR,PARANAGUA,Estadual,Médio Alto,489.53,478.43
JOSE BELMIRO ROCHA,SP,GUAIMBE,Estadual,Médio,489.52,432.83
EE - COLEGIO ESTADUAL ZULEIDE FREIRE DE ABREU,BA,JACARACI,Estadual,Baixo,489.51,446.56
IEE RUBEN DARIO,RS,SAPUCAIA DO SUL,Estadual,Médio Alto,489.51,481.05
ANTONIO DOS SANTOS PROF,SP,ARARAQUARA,Estadual,Médio Alto,489.51,452.94
EEEM PREFEITO SEVERINO PEREIRA GOMES,PB,BARAUNA,Estadual,Baixo,489.50,445.29
ESCOLA DE REFERENCIA EM ENSINO MEDIO EDSON MOURY FERNANDES,PE,JABOATAO DOS GUARARAPES,Estadual,Médio,489.50,468.74
JOSE ALEIXO DA SILVA PASSOS CORONEL,SP,BRODOWSKI,Estadual,Médio Alto,489.48,443.04
EEEF PROF TEMISTOCLES DE ARAUJO,PA,BELEM,Estadual,Médio Baixo,489.48,478.64
ORLANDO DA COSTA TELLES,SP,IBATE,Estadual,Médio,489.48,446.35
OTTO WEISZFLOG,SP,CAIEIRAS,Estadual,Alto,489.48,509.46
CE DULCE PETRI,RJ,DUQUE DE CAXIAS,Estadual,Médio Alto,489.47,470.59
LUIZ LOBO NETO DOUTOR,SP,SANTO ANDRE,Estadual,Alto,489.46,452.88
EE EPONINA SOARES DOS SANTOS,MG,SETE LAGOAS,Estadual,Médio Alto,489.46,490.00
EEEM MONS VICENTE FREITAS,PB,POMBAL,Estadual,Baixo,489.46,522.14
EE PROFESSORA ALNEDA DE MATOS MACHADO,MG,ATALEIA,Estadual,Médio Baixo,489.45,493.70
EE ALFREDO LIMA,MG,MANHUMIRIM,Estadual,Médio,489.45,447.00
ZEZINHO PORTUGAL,SP,GUAIRA,Estadual,Médio Alto,489.45,443.00
COL PALOMA,DF,BRASILIA,Privada,Alto,489.45,515.79
ESC EST DE ENSINO MEDIO CLAUDIO ANTONIO BENVEGNU,RS,AGUA SANTA,Estadual,Médio,489.44,550.37
EEB DR FRANCISCO IZABEL,SC,MAFRA,Estadual,Médio Alto,489.43,457.50
PATRIMONIO REGINA C E DO EF M,PR,LONDRINA,Estadual,Médio Alto,489.43,500.00
EE CRISTIANO DE SOUZA,MG,LAVRAS,Estadual,Médio Alto,489.43,464.14
COLEGIO ESTADUAL MISSOES,RS,SANTO ANGELO,Estadual,Médio Alto,489.42,473.93
EEEB PE ANTONIO SEPP,RS,SAO MIGUEL DAS MISSOES,Estadual,Médio Alto,489.41,464.89
SOCIEDADE EDUC VILA DA PENHA,RJ,RIO DE JANEIRO,Privada,Médio Alto,489.40,515.79
EE EMILIA CABRAL MOTA,MG,IPABA,Estadual,Médio,489.40,454.12
CE SANTO ANTONIO,RJ,DUQUE DE CAXIAS,Estadual,Médio Alto,489.40,486.92
CE PROFESSOR CLOVIS MONTEIRO,RJ,RIO DE JANEIRO,Estadual,Médio,489.40,466.09
EEB ANA MACHADO DAL TOE,SC,MORRO GRANDE,Estadual,Médio Alto,489.39,452.31
EDUCANDARIO CARLOS DRUMMOND DE ANDRADE,PE,JABOATAO DOS GUARARAPES,Privada,Médio,489.39,465.00
DONIZETTI TAVARES DE LIMA PADRE,SP,TAMBAU,Estadual,Médio Alto,489.39,458.00
CAXIAS C E DQ DE EM N,PR,GOIOERE,Estadual,Médio,489.37,483.08
ARTHUR RICCI MONSENHOR DOUTOR,SP,ITUPEVA,Estadual,Médio Alto,489.36,412.06
EEEM SILVIO SANSON,RS,SAO VALENTIM DO SUL,Estadual,Médio Alto,489.35,421.82
EEB PROFº FRANCISCO BRASINHA DIAS,SC,BELMONTE,Estadual,Médio,489.35,424.00
CEM 804 DO RECANTO DAS EMAS,DF,BRASILIA,Estadual,Médio,489.32,455.23
JOSE QUIRINO CAVALCANTE,SP,MIRANTE DO PARANAPANEMA,Estadual,Médio Alto,489.31,437.19
EEEFM - WASHINGTON PINHEIRO MEIRELLES,ES,ITAPEMIRIM,Estadual,Médio Baixo,489.31,435.45
EE REYNALDO MASSI,MS,IVINHEMA,Estadual,Médio Alto,489.30,476.06
ESC EST TIRADENTES,AP,MACAPA,Estadual,Médio Alto,489.30,508.23
COLEGIO ESTADUAL GRICON E SILVA,GO,RIANAPOLIS,Estadual,Médio,489.29,404.74
COL EST MURILO BRAGA,SE,ITABAIANA,Estadual,Médio Baixo,489.26,451.31
COLEGIO ESTADUAL JOSE DE ASSIS,GO,SANTO ANTONIO DO DESCOBERTO,Estadual,Médio,489.26,411.16
OITO DE ABRIL,SP,SANTO ANDRE,Estadual,Alto,489.25,432.65
CENTRO EDUC LIBANO BRASILEIRO,RJ,BELFORD ROXO,Privada,Médio,489.25,459.23
CIEP 457 DOUTOR JOSE ELIAS MELLO DOS SANTOS,RJ,IGUABA GRANDE,Estadual,Médio,489.25,500.71
COLEGIO EDUCANDARIO JOSE DE ANCHIETA,MT,VARZEA GRANDE,Privada,Alto,489.25,500.00
JAYME ALMEIDA PAIVA DOUTOR,SP,ELDORADO,Estadual,Médio,489.24,464.58
ESC EST ENS MEDIO PADRE EFREM,RS,VACARIA,Estadual,Alto,489.24,479.49
EDUCANDARIO SANTOS DUMONT,PE,IGARASSU,Privada,Médio,489.23,506.67
EE PAULO DAS GRACAS DA SILVA,MG,BELO HORIZONTE,Estadual,Médio Alto,489.21,410.73
EE SANTO AMARO,MG,QUELUZITO,Estadual,Médio,489.21,445.45
EE MAESTRO HEITOR VILLA LOBOS,MS,CAMPO GRANDE,Estadual,Médio Alto,489.19,473.61
EE SAO JOSE,MS,CASSILANDIA,Estadual,Médio Alto,489.19,440.00
EE 12 ABRIL,MT,TERRA NOVA DO NORTE,Estadual,Médio Alto,489.15,450.99
PAULO OCTAVIO BOTELHO DR COLEGIO MUNICIPAL,SP,SANTANA DE PARNAIBA,Municipal,Médio Alto,489.15,482.86
IEE ASSUNTA FORTINI,RS,BARAO,Estadual,Médio Alto,489.15,489.47
MARIA JOAQUINA DE ARRUDA PROFESSORA,SP,LEME,Estadual,Médio Alto,489.14,464.41
RUI BARBOSA C E EM,PR,LOBATO,Estadual,Médio Alto,489.14,487.74
GABARITO VESTIBULAR LTDA,SE,ARACAJU,Privada,Médio Alto,489.12,550.00
IDEAL COLEGIO E CURSO,RN,SANTO ANTONIO,Privada,Médio Alto,489.12,471.30
EE AFONSO PENA,MS,TRES LAGOAS,Estadual,Médio Alto,489.10,437.78
EEEM ERVAL GRANDE,RS,ERVAL GRANDE,Estadual,Médio Alto,489.10,526.67
ESCOLA TECNICA ESTADUAL LUIZ DIAS LINS,PE,ESCADA,Estadual,Médio,489.10,478.87
JOAO GOBBO SOBRINHO,SP,TAGUAI,Estadual,Médio,489.09,416.76
IE GAUSS,ES,VILA VELHA,Privada,Sem informação,489.09,483.64
EEB DELMINDA SILVEIRA,SC,MONDAI,Estadual,Médio Alto,489.08,488.07
EE HENRIQUE BURNIER,MG,JUIZ DE FORA,Estadual,Alto,489.08,495.56
EE PROFESSOR ANTONIO RODRIGUES D OLIVEIRA,MG,ITAJUBA,Estadual,Médio Alto,489.06,440.61
ESC EST ENS MED DR ASSIS ANTONIO MARIANI,RS,CAXIAS DO SUL,Estadual,Médio Alto,489.06,477.44
E M E I F M JOAO MARTINS DOS SANTOS,PB,SAO DOMINGOS DO CARIRI,Municipal,Médio Baixo,489.06,502.67
EEEM DOM JOSE DALVIT,ES,MONTANHA,Estadual,Médio Baixo,489.05,456.92
EEB PROF URSULINA DE SENNA CASTRO,SC,PALHOCA,Estadual,Médio Alto,489.04,481.43
EEEM JOSE DE QUADROS,RS,ARROIO DO SAL,Estadual,Médio Alto,489.04,442.54
JOAQUIM DE O FRANCO C E EF M,PR,MANDIRITUBA,Estadual,Médio Alto,489.04,480.00
AUGUSTO MARIANI DR,SP,ANDRADINA,Estadual,Médio Alto,489.04,461.14
COLEGIO ESTADUAL BARRO VERMELHO,RS,RIO PARDO,Estadual,Médio Alto,489.04,494.63
ESCOLA GOVERNADOR BARBOSA LIMA,PE,RECIFE,Estadual,Médio Alto,489.03,466.19
LOUIS BRAILLE,SP,GUARULHOS,Estadual,Médio Alto,489.02,479.79
EEEM MAJOR GUAPINDAIA,RO,PORTO VELHO,Estadual,Médio Alto,489.00,476.24
EE AGRIPINO VILAS NOVAS,MG,FERNANDES TOURINHO,Estadual,Médio,489.00,415.79
COOPERATIVA EDUCACIONAL LOGOS,PI,PARNAIBA,Privada,Médio,489.00,483.23
EE PROFESSOR JUVENTINO NUNES,MG,SAO JOAO DO MANHUACU,Estadual,Médio,488.99,439.49
EEEFM PROF ANA PORTELA DE SA,ES,VILA PAVAO,Estadual,Médio Baixo,488.99,439.73
COLEGIO ESTADUAL JANDIRA BRETAS QUINAN,GO,VIANOPOLIS,Estadual,Médio,488.98,427.88
ALFREDO PUJOL DR,SP,PIRAJUI,Estadual,Alto,488.97,462.31
ARTHUR DA C SILVA C E MAL EFM PROF,PR,MEDIANEIRA,Estadual,Médio Alto,488.97,473.03
OLAVO BILAC C E EF M N,PR,CANTAGALO,Estadual,Médio,488.97,437.84
EE DOM AQUINO CORREA,MT,JURUENA,Estadual,Médio,488.96,452.41
EEEFM PROF ANTONIO OLIVEIRA,PB,CAMPINA GRANDE,Estadual,Médio,488.96,501.15
COLEGIO MARISTA IRMAO JAIME BIAZUS,RS,PORTO ALEGRE,Privada,Sem informação,488.96,472.31
PEDRO PEDROSA,SP,NHANDEARA,Estadual,Médio Alto,488.95,464.23
CE RIO GRANDE DO NORTE,RJ,VOLTA REDONDA,Estadual,Médio Alto,488.95,481.24
COLEGIO ESTADUAL JAPAO,RS,PORTO ALEGRE,Estadual,Alto,488.93,440.00
RACHID JABUR,SP,CANDIDO MOTA,Estadual,Médio Alto,488.93,448.80
COLEGIO ESTADUAL DEPUTADO JOSE ALVES DE ASSIS,GO,MINEIROS,Estadual,Médio Alto,488.93,447.59
EEM VALE VERDE,RS,ALVORADA,Estadual,Médio Alto,488.92,467.95
EE PROFª ADA TEIXEIRA DOS SANTOS PEREIRA,MS,CAMPO GRANDE,Estadual,Médio,488.91,477.08
COLEGIO 12 DE OUTUBRO,CE,JUAZEIRO DO NORTE,Privada,Médio Alto,488.91,495.38
ESCOLA FAMILIA AGRICOLA ITAPIREMA,RO,JI-PARANA,Privada,Médio,488.89,424.00
DARWIN COLEGIO E CURSOS,RN,MOSSORO,Privada,Médio Alto,488.87,422.67
MANUEL ABDIAS EVANGELISTAEEEP,CE,NOVA RUSSAS,Estadual,Sem informação,488.87,465.04
EEB SANTA RITA,SC,SAO MIGUEL DO OESTE,Estadual,Médio Alto,488.86,506.00
CIEP 252 JOAO BAPTISTA CAFFARO,RJ,TANGUA,Estadual,Médio,488.85,427.18
EEEM GASTAO BRAGATTI LEPAGE,RS,CANDELARIA,Estadual,Médio Alto,488.85,473.08
ESC EST ED BAS LUIZA FORMIGHIERI,RS,PAIM FILHO,Estadual,Médio Alto,488.85,458.89
AMOS MEUCCI,SP,CARAPICUIBA,Estadual,Médio Alto,488.85,471.40
EE - COLEGIO MODELO LUIS EDUARDO MAGALHAES,BA,SALVADOR,Estadual,Médio,488.84,472.18
EE VESPASIANO MARTINS,MS,AMAMBAI,Estadual,Médio,488.84,483.64
DOMINGOS FCO ZARDO C E EF M,PR,PALOTINA,Estadual,Médio Alto,488.83,543.08
CE BERTHA D ALESSANDRO,RJ,NILOPOLIS,Estadual,Médio Alto,488.83,439.62
LAERT DE ALMEIDA SAO BERNARDO PROFESSOR,SP,TABOAO DA SERRA,Estadual,Médio Alto,488.82,461.82
EE CORONEL JOAO FERREIRA BARBOSA,MG,SAO PEDRO DA UNIAO,Estadual,Médio,488.82,370.00
CARAMURU,SP,SAO PAULO,Estadual,Alto,488.82,506.27
CAPANEMA C E BAR DE E F M P N,PR,PRUDENTOPOLIS,Estadual,Médio,488.81,462.00
CED 04 DE SOBRADINHO,DF,BRASILIA,Estadual,Médio,488.81,471.58
ESCOLA DE ENSINO MEDIO NOSSA SENHORA DO HORTO,RS,DOM PEDRITO,Privada,Alto,488.79,514.84
EE CONEGO JOAO SEVERO,MG,BOCAINA DE MINAS,Estadual,Médio,488.79,494.00
EEEFM - AGENOR DE SOUZA LE,ES,VILA VELHA,Estadual,Médio Alto,488.78,433.15
DOMINGOS DONATO RIVELLI,SP,SANTANA DA PONTE PENSA,Estadual,Médio Alto,488.77,512.00
EEB PROFª SEMIRAMIS BOSCO,SC,WITMARSUM,Estadual,Alto,488.76,388.75
INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO AMAZONAS - CAMPUS TABATINGA,AM,TABATINGA,Federal,Médio,488.76,513.52
EE - COLEGIO ESTADUAL DEMOCRATICO JUTAHY MAGALHAES,BA,ITAPARICA,Estadual,Médio,488.76,450.87
ARACY DA SILVA FREITAS PROFESSORA,SP,MONGAGUA,Estadual,Médio,488.75,459.04
EE - ESCOLA DO CENTRO DE ASSISTENCIA SOCIAL SANTO ANTONIO - ECASSA,BA,FEIRA DE SANTANA,Estadual,Médio,488.74,438.39
EE - CENTRO TERRITORIAL DE EDUCACAO PROFISSIONAL ITAPARICA II WILSON PEREIRA,BA,PAULO AFONSO,Estadual,Médio,488.74,468.82
EE CLAUDIO PINHEIRO DE LIMA,MG,CORDISBURGO,Estadual,Médio,488.74,497.73
EE INTERVENTOR ALCIDES LINS,MG,CURVELO,Estadual,Médio,488.74,437.14
CE PROFESSOR MANOEL GONCALVES RAMOS JUNIOR,RJ,CAMBUCI,Estadual,Médio Baixo,488.74,483.92
EEEM JULIO MANGONI,RS,FARROUPILHA,Estadual,Alto,488.74,531.43
EE PADRE JOHANNES BERTHOLD HENNING,MT,NOVA MUTUM,Estadual,Médio Alto,488.73,418.46
EE - CENTRO TERRITORIAL DE EDUCACAO PROFISSIONAL DO VALE DO JEQUIRICA,BA,AMARGOSA,Estadual,Baixo,488.72,468.57
LUIZ ANTONIO FRAGOSO PROF,SP,SAO PAULO,Estadual,Médio,488.70,462.35
ESCOLA ESTADUAL DE TEMPO INTEGRAL JOAO DOS SANTOS BRAGA,AM,MANAUS,Estadual,Médio Alto,488.69,545.20
INSTITUTO EDUCACIONAL FRANKLIN ROCHA,PI,TERESINA,Privada,Médio,488.69,432.00
ANTONIO VALDEMAR GALO VEREADOR,SP,SUZANO,Estadual,Médio Alto,488.68,455.16
EEB CARLOS FRIES,SC,IPIRA,Estadual,Médio,488.67,487.27
CIEP 230 MANOEL MALAQUIAS GURGEL DA SILVA,RJ,NILOPOLIS,Estadual,Médio Alto,488.67,518.67
EE ROMEU PERDIGAO,MG,SAO JOSE DO GOIABAL,Estadual,Médio,488.66,483.33
EE RENATO SPINELLI,MT,PORTO DOS GAUCHOS,Estadual,Médio,488.65,430.91
CE LIONS CLUB,RJ,TERESOPOLIS,Estadual,Médio Alto,488.65,462.22
CE BALTAZAR BERNARDINO,RJ,NITEROI,Estadual,Médio Alto,488.65,410.77
HUET ARRUDA EEM,CE,MORAUJO,Estadual,Baixo,488.64,469.32
PEDRO FERREIRA CINTRA PROF,SP,ITAPIRA,Estadual,Médio Alto,488.64,472.82
EEEFM TUBARAO,RO,VALE DO PARAISO,Estadual,Médio Baixo,488.63,380.32
POLO EDUCACIONAL INSTITUTO,SP,TAUBATE,Privada,Alto,488.63,446.32
MARIO CARDOSO FRANCO PROFESSOR,SP,TAUBATE,Estadual,Médio Alto,488.63,500.77
COLEGIO ESTADUAL PEDRO VIEIRA JANUARIO,GO,BELA VISTA DE GOIAS,Estadual,Médio,488.63,466.67
EEEFM - CAMILA MOTTA,ES,ALFREDO CHAVES,Estadual,Médio,488.62,472.53
GABRIEL PEREIRA,SP,MOGI DAS CRUZES,Estadual,Alto,488.62,501.29
CE ESTADO DO RIO GRANDE DO NORTE,MA,SAO LUIS,Estadual,Médio,488.62,463.33
GETULIO VARGAS C E EF M,PR,CURITIBA,Estadual,Médio Alto,488.62,401.67
LEOPOLDINA GONCALVES QUEZADOEEEP,CE,AURORA,Estadual,Sem informação,488.61,485.97
ESCOLA ESTADUAL MANOEL CORREIA - ENS FUNDAMENTAL E MEDIO,RN,OURO BRANCO,Estadual,Médio,488.60,467.20
ESCOLA ESTADUAL JOSE BEJO,MT,GLORIA D OESTE,Estadual,Médio,488.60,482.67
EE DOUTOR NAPOLEAO SALLES,MG,ALFENAS,Estadual,Médio,488.59,470.30
CE PROFESSORA DIUMA MADEIRA SALLES DE SOUZA,RJ,RIO DE JANEIRO,Estadual,Médio Alto,488.58,475.38
EE MADRE TARCILA,MT,CAMPO NOVO DO PARECIS,Estadual,Médio,488.58,459.75
EE JUSCELINO K OLIVEIRA,MT,NOVA XAVANTINA,Estadual,Médio,488.57,429.23
COLEGIO ESTADUAL PROF G ROLLEMBERG LEITE,SE,ARACAJU,Estadual,Médio,488.55,450.86
INSTITUTO LUTERANO DE EDUCACAO DO PARECIS,MT,CAMPO NOVO DO PARECIS,Privada,Alto,488.55,508.21
SERTAOZINHO C E E F M N,PR,MATINHOS,Estadual,Médio Alto,488.55,469.65
EE ALONSO DE MORAIS ANDRADE,MG,ITAPAGIPE,Estadual,Médio,488.53,441.36
COLEGIO GREMIO EDUCATIVO,PE,RECIFE,Privada,Médio Alto,488.52,431.61
ANTONIO TONON,SP,CORONEL MACEDO,Estadual,Médio,488.51,421.96
EE PADRE JOAO BATISTA DE OLIVEIRA,MG,PEQUERI,Estadual,Médio,488.51,453.33
EE DE PADRE JOAO AFONSO,MG,ITAMARANDIBA,Estadual,Médio Baixo,488.50,320.00
VICENTE MINICUCCI PROFESSOR,SP,FRANCA,Estadual,Médio Alto,488.49,460.38
EE - COLEGIO ESTADUAL REITOR MIGUEL CALMON,BA,SIMOES FILHO,Estadual,Médio,488.49,472.52
EEEM SILVEIRA MARTINS,RS,BAGE,Estadual,Alto,488.47,441.58
JOAO ROSA CORONEL,SP,TAPIRAI,Estadual,Médio,488.47,460.00
EEB SAO JOAO BOSCO,SC,APIUNA,Estadual,Alto,488.47,449.55
CE RIO GRANDE DO SUL,RJ,VOLTA REDONDA,Estadual,Médio,488.46,480.70
SADA UMEIZAWA PROFESSORA,SP,MAUA,Estadual,Médio Alto,488.46,441.21
EE TIRADENTES,MG,ITURAMA,Estadual,Médio Alto,488.45,452.68
EE - COLEGIO MODELO LUIS EDUARDO MAGALHAES,BA,ILHEUS,Estadual,Médio,488.44,491.00
INSTITUTO DE EDUCACAO CENECISTA TENENTE PORTELA,RS,TENENTE PORTELA,Privada,Médio,488.42,508.33
COLEGIO ESTADUAL RAIMUNDO SANTANA AMARAL,GO,RUBIATABA,Estadual,Médio Baixo,488.42,452.30
CE PAULO DE FRONTIN,RJ,RIO DE JANEIRO,Estadual,Médio Alto,488.42,472.74
JARDIM GISELE C E EF M,PR,TOLEDO,Estadual,Alto,488.40,513.00
EEB PROFª VIRGINIA P SILVA GONCALVES,SC,MONTE CARLO,Estadual,Médio,488.39,451.71
EE MARIANO GOMES,MG,SANTO ANTONIO DO GRAMA,Estadual,Médio,488.38,479.26
EDUARDO GOMES MARECHAL DO AR,SP,GUARUJA,Estadual,Alto,488.38,464.24
EE SANTA TEREZA,MG,ESMERALDAS,Estadual,Médio,488.37,449.09
EEEM JOAO PEDRO NUNES,RS,SAO GABRIEL,Estadual,Médio Alto,488.37,508.52
CE MACHADO DE ASSIS,RJ,NITEROI,Estadual,Médio Alto,488.36,511.22
EEB SANTO ANTONIO,SC,ITAPIRANGA,Estadual,Médio Alto,488.35,419.23
EE NOSSA SENHORA DO BONSUCESSO,MG,SERRANOS,Estadual,Médio,488.35,491.43
EEB PROFESSORA MAURA DE SENNA PEREIRA,SC,PINHEIRO PRETO,Estadual,Médio Alto,488.35,543.33
ESC EST EDUCACAO BASICA MENINO DEUS,RS,QUINZE DE NOVEMBRO,Estadual,Médio Alto,488.34,358.89
CE PAULO FREIRE,RJ,RIO DE JANEIRO,Estadual,Médio Alto,488.34,471.91
OSCAR VILLARES,SP,MOCOCA,Estadual,Médio Alto,488.33,421.33
EE DE GIRU,MG,JOAIMA,Estadual,Médio Baixo,488.33,356.67
EDUARDO VICENTE NASSER DEPUTADO,SP,DIVINOLANDIA,Estadual,Médio Alto,488.32,472.27
EEEFM - SENADOR DIRCEU CARDOSO,ES,MUQUI,Estadual,Médio Baixo,488.32,456.19
BENEDITA FREIRE DE MACEDO DONA,SP,JACAREI,Estadual,Médio Alto,488.30,476.19
EE ROBERT KENNEDY,MG,ESTRELA DO SUL,Estadual,Médio,488.30,424.50
EEEFM DAVID ROLDI,ES,SAO ROQUE DO CANAA,Estadual,Médio,488.29,456.27
CED 619 DE SAMAMBAIA,DF,BRASILIA,Estadual,Médio,488.29,456.76
EE ANTONIO GROHS,MT,AGUA BOA,Estadual,Médio,488.28,451.15
HEITOR C A FURTADO C E EF M PROFIS,PR,APUCARANA,Estadual,Médio Alto,488.27,454.76
INST EST DE ED SAO JOSE,RS,SAO JOSE DO NORTE,Estadual,Médio,488.24,458.04
EE HEITOR JOSE DE CASTRO,MG,GURINHATA,Estadual,Médio,488.23,442.86
EE 13 DE MAIO,MT,TANGARA DA SERRA,Estadual,Médio,488.23,473.64
EE - COLEGIO ESTADUAL DA BAHIA CENTRAL,BA,SALVADOR,Estadual,Médio,488.22,462.75
EE CRISTINO ALVES DE JESUS,MG,SAO JOAO DA LAGOA,Estadual,Médio Baixo,488.22,460.65
EE MARIA DA CONCEICAO RODRIGUES AVELAR,MG,MONTES CLAROS,Estadual,Médio,488.22,451.78
RAINHA DA PAZ C E EM,PR,ALTO PARANA,Estadual,Médio,488.21,494.37
MONTEIRO LOBATO C E EF M,PR,CEU AZUL,Estadual,Médio Alto,488.21,508.17
ISRAEL NICEUS MOREIRA PROF,SP,FRANCA,Estadual,Médio Alto,488.20,436.95
COLEGIO ESTADUAL FELIX DA CUNHA,RS,PELOTAS,Estadual,Médio Alto,488.19,491.60
WALKIR VERGANI,SP,SAO SEBASTIAO,Estadual,Médio,488.18,432.67
ESCOLA ESTADUAL DE ENSINO MEDIO CARAMURU,RS,GRAMADO,Estadual,Alto,488.18,440.00
CE BARAO DO RIO BRANCO,RJ,RIO BONITO,Estadual,Médio,488.17,433.03
POLIVALENTE DE APUCARANA C E EF M P,PR,APUCARANA,Estadual,Médio Alto,488.17,461.63
COLEGIO E CURSO CORACAO DE MARIA,PE,CABO DE SANTO AGOSTINHO,Privada,Sem informação,488.17,520.00
CE PROFESSORA MARIA NAZARETH CAVALCANTI SILVA,RJ,RIO DE JANEIRO,Estadual,Médio Alto,488.17,484.50
